category,personName,country,city,source,industries,countryOfCitizenship,organization,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,gdp_country
Technology,Steven Meng Yang & family,China,Changsha,Electronics,Technology,China,,D,M,1982-05-01 00:00:00,Yang,Steven Meng,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Automotive,Ye Fan & family,China,Dongguan,Auto dealerships,Automotive,China,,D,M,1971-01-01 00:00:00,Ye,Fan,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Diversified,Yi Dasheng,China,Changsha,Conglomerate,Diversified,China,,D,M,1961-02-01 00:00:00,Yi,Dasheng,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Manufacturing,Yu Lili,China,Changsha,Electronic components,Manufacturing,China,,D,F,1968-01-01 00:00:00,Yu,Lili,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Technology,Zeng Kaitian,China,Shanghai,Online games,Technology,China,,D,M,1975-01-01 00:00:00,Zeng,Kaitian,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Metals & Mining,Zhang Xuexin & family,China,Liaocheng,Aluminum,Metals & Mining,China,,D,M,1947-07-01 00:00:00,Zhang,Xuexin,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Food & Beverage,Yubai Zhang,China,Suqian,Wine,Food & Beverage,China,,D,M,1964-10-01 00:00:00,Zhang,Yubai,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Gambling & Casinos,Fredrik Österberg,Sweden,Stockholm,Gambling products,Gambling & Casinos,Sweden,,U,M,1971-01-19 00:00:00,Österberg,Fredrik,,2023-04-04 05:01:00,,,"$530,832,908,738 "
Food & Beverage,Shiv Kishan Agrawal,India,Nagpur,Snacks,Food & Beverage,India,,N,M,1941-01-01 00:00:00,Agrawal,Shiv Kishan,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Diversified,Aziz Akhannouch & family,Morocco,Casablanca,"Petroleum, diversified",Diversified,Morocco,,D,M,1961-01-01 00:00:00,Akhannouch,Aziz,,2023-04-04 05:01:00,,,"$118,725,279,596 "
Diversified,Hamdi Akin & family,Turkey,Istanbul,Diversified,Diversified,Turkey,,E,M,1955-01-01 00:00:00,Akin,Hamdi,,2023-04-04 05:01:00,,,"$754,411,708,203 "
Manufacturing,Nerio Alessandri,Italy,Cesena,Gym equipment,Manufacturing,Italy,,U,M,1961-04-08 00:00:00,Alessandri,Nerio,,2023-04-04 05:01:00,,,"$2,001,244,392,042 "
Diversified,Alexandra Andresen,Norway,Oslo,Investments,Diversified,Norway,,U,F,1996-07-23 00:00:00,Andresen,Alexandra,,2023-04-04 05:01:00,,,"$403,336,363,636 "
Diversified,Katharina Andresen,Norway,Oslo,Investments,Diversified,Norway,,U,F,1995-05-21 00:00:00,Andresen,Katharina,,2023-04-04 05:01:00,,,"$403,336,363,636 "
Diversified,Patricia Angelini Rossi,Chile,Santiago,"Forestry, mining",Diversified,Chile,,U,F,1954-04-05 00:00:00,Angelini Rossi,Patricia,,2023-04-04 05:01:00,,,"$282,318,159,745 "
Healthcare,Mori Arkin,Israel,Herzliya Pituach,Pharmaceuticals,Healthcare,Israel,,D,M,1952-09-24 00:00:00,Arkin,Mori,,2023-04-04 05:01:00,,,"$395,098,666,122 "
Fashion & Retail,Barbara Benetton,Italy,Campodoro,"Fashion retail, investments",Fashion & Retail,Italy,,U,F,1969-07-02 00:00:00,Benetton,Barbara,,2023-04-04 05:01:00,,,"$2,001,244,392,042 "
Metals & Mining,Angela Bennett,Australia,Perth,Mining,Metals & Mining,Australia,,U,F,1944-04-01 00:00:00,Bennett,Angela,,2023-04-04 05:01:00,,,"$1,392,680,589,329 "
Diversified,Zadik Bino & family,Israel,Tel Aviv,"Banking, oil",Diversified,Israel,,D,M,1944-01-01 00:00:00,Bino,Zadik,,2023-04-04 05:01:00,,,"$395,098,666,122 "
Fashion & Retail,Paolo Bulgari,Italy,Rome,Luxury goods,Fashion & Retail,Italy,,E,M,1937-09-08 00:00:00,Bulgari,Paolo,,2023-04-04 05:01:00,,,"$2,001,244,392,042 "
Food & Beverage,Saket Burman,United Arab Emirates,Dubai,Consumer goods,Food & Beverage,United Kingdom,,D,M,1977-03-10 00:00:00,Burman,Saket,,2023-04-04 05:01:00,,,"$421,142,267,938 "
Diversified,Ahmet Calik,Turkey,Istanbul,"Energy, banking, construction",Diversified,Turkey,,E,M,1958-03-01 00:00:00,Calik,Ahmet,,2023-04-04 05:01:00,,,"$754,411,708,203 "
Technology,Safra Catz,United States,Redwood City,Software,Technology,United States,Oracle,E,F,1961-12-13 00:00:00,Catz,Safra,CEO,2023-04-04 05:01:00,California,South,"$21,427,700,000,000 "
Logistics,Chang Kuo-Hua,Taiwan,Taipei,"Shipping, airlines",Logistics,Taiwan,,D,M,1955-01-01 00:00:00,Chang,Kuo-Hua,,2023-04-04 05:01:00,,,
Manufacturing,Chu Jian,China,Hangzhou,Manufacturing,Manufacturing,China,,U,M,1963-04-01 00:00:00,Chu,Jian,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Diversified,Sandor Csanyi,Hungary,Budapest,"Finance, real estate",Diversified,Hungary,,U,M,1953-03-20 00:00:00,Csanyi,Sandor,,2023-04-04 05:01:00,,,"$160,967,157,504 "
Finance & Investments,Ana Lucia de Mattos Barretto Villela,Brazil,Sao Paulo,Banking,Finance & Investments,Brazil,,D,F,1973-10-25 00:00:00,de Mattos Barretto Villela,Ana Lucia,,2023-04-04 05:01:00,,,"$1,839,758,040,766 "
Manufacturing,Federico De Nora,Italy,Milan,Electrodes,Manufacturing,Italy,,D,M,1968-03-23 00:00:00,De Nora,Federico,,2023-04-04 05:01:00,,,"$2,001,244,392,042 "
Technology,Bharat Desai,United States,Fisher Island,IT consulting,Technology,United States,Syntel,E,M,1952-11-20 00:00:00,Desai,Bharat,Chairman and Co-founder,2023-04-04 05:01:00,Florida,South,"$21,427,700,000,000 "
Diversified,Mohammed Dewji,Tanzania,Dar es Salaam,Diversified,Diversified,Tanzania,,E,M,1975-05-08 00:00:00,Dewji,Mohammed,,2023-04-04 05:01:00,,,"$63,177,068,175 "
Finance & Investments,Egon Durban,United States,Atherton,Private equity,Finance & Investments,United States,,E,M,1973-08-23 00:00:00,Durban,Egon,,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Manufacturing,Fu Mingkang & family,China,Ningbo,Manufacturing,Manufacturing,China,,D,M,1963-03-17 00:00:00,Fu,Mingkang,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Media & Entertainment,Alan Gerry,United States,Liberty,Cable television,Media & Entertainment,United States,,E,M,1928-12-25 00:00:00,Gerry,Alan,,2023-04-04 05:01:00,New York,Northeast,"$21,427,700,000,000 "
Fashion & Retail,Philippe Ginestet & family,France,Pujols,Retail stores,Fashion & Retail,France,,D,M,1954-01-01 00:00:00,Ginestet,Philippe,,2023-04-04 05:01:00,,,"$2,715,518,274,227 "
Logistics,G. Gnanalingam,Malaysia,Kuala Lumpur,Ports,Logistics,Malaysia,,D,M,1944-09-10 00:00:00,Gnanalingam,G.,,2023-04-04 05:01:00,,,"$364,701,517,788 "
Fashion & Retail,Esther Grether,Switzerland,Basel,Art collection,Fashion & Retail,Switzerland,,E,F,1936-01-01 00:00:00,Grether,Esther,,2023-04-04 05:01:00,,,"$703,082,435,360 "
Manufacturing,Wei Gu,China,Shenzhen,Consumer electronics,Manufacturing,China,,E,M,1965-01-27 00:00:00,Gu,Wei,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Technology,Patrick Hanrahan,United States,Portola Valley,Software,Technology,United States,,D,M,1955-05-08 00:00:00,Hanrahan,Patrick,,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Finance & Investments,Kenneth Hao,United States,Hillsborough,Private equity,Finance & Investments,United States,,E,M,1968-09-11 00:00:00,Hao,Kenneth,,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Finance & Investments,Jaroslav Hascak & family,Slovakia,Bratislava,Investments,Finance & Investments,Slovakia,,U,M,1969-08-30 00:00:00,Hascak,Jaroslav,,2023-04-04 05:01:00,,,"$105,422,304,976 "
Manufacturing,He Zhenggang,China,Leshan,Chemicals,Manufacturing,China,,D,M,1954-03-25 00:00:00,He,Zhenggang,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Real Estate,Niranjan Hiranandani,India,Mumbai,Real estate,Real Estate,India,,E,M,1950-03-08 00:00:00,Hiranandani,Niranjan,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Finance & Investments,Ho Hung Anh,Vietnam,Hanoi,"Consumer products, banking",Finance & Investments,Vietnam,,D,M,1970-06-08 00:00:00,Ho,Hung Anh,,2023-04-04 05:01:00,,,"$261,921,244,843 "
Technology,Archie Hwang,Taiwan,Taipei,Semiconductors,Technology,Taiwan,,D,M,1952-08-20 00:00:00,Hwang,Archie,,2023-04-04 05:01:00,,,
Media & Entertainment,Peter Jackson,New Zealand,Wellington,"Movies, digital effects",Media & Entertainment,New Zealand,Film,E,M,1961-10-31 00:00:00,Jackson,Peter,Director,2023-04-04 05:01:00,,,"$206,928,765,544 "
Finance & Investments,Stephen Jarislowsky,Canada,Montreal,Money management,Finance & Investments,Canada,Jarislowsky & Fraser,D,M,1925-09-09 00:00:00,Jarislowsky,Stephen,Cofounder and Chairman,2023-04-04 05:01:00,,,"$1,736,425,629,520 "
Healthcare,Rajeev Juneja,India,Delhi,Phamaceuticals,Healthcare,India,,U,M,1965-07-28 00:00:00,Juneja,Rajeev,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Healthcare,Ramesh Juneja,India,Delhi,Pharmaceuticals,Healthcare,India,,U,M,1955-07-28 00:00:00,Juneja,Ramesh,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Diversified,Ke Xiping & family,China,Xiamen,Investments,Diversified,China,,E,M,1960-06-07 00:00:00,Ke,Xiping,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Diversified,Kim Jun-ki,South Korea,Seoul,Diversified,Diversified,South Korea,Dongbu Insurance Co. Ltd.,U,M,1944-12-04 00:00:00,Kim,Jun-ki,,2023-04-04 05:01:00,,,"$2,029,000,000,000 "
Fashion & Retail,Sidney Kimmel,United States,New York,Retail,Fashion & Retail,United States,,E,M,1928-01-16 00:00:00,Kimmel,Sidney,,2023-04-04 05:01:00,New York,Northeast,"$21,427,700,000,000 "
Food & Beverage,Jim Koch,United States,Newton,Beer,Food & Beverage,United States,,D,M,1949-05-27 00:00:00,Koch,Jim,,2023-04-04 05:01:00,Massachusetts,Northeast,"$21,427,700,000,000 "
Real Estate,Raj Kumar,Singapore,Singapore,"Real estate, hotels",Real Estate,Singapore,,Split Family Fortune,M,1954-05-25 00:00:00,Kumar,Raj,,2023-04-04 05:01:00,,,"$372,062,527,489 "
Diversified,Spiro Latsis & family,Switzerland,Geneva,"Banking, shipping",Diversified,Greece,,R,M,1946-08-15 00:00:00,Latsis,Spiro,,2023-04-04 05:01:00,,,"$703,082,435,360 "
Manufacturing,Peter Leibinger,Germany,Schwieberdingen,Machine tools,Manufacturing,Germany,,D,M,1967-01-01 00:00:00,Leibinger,Peter,,2023-04-04 05:01:00,,,"$3,845,630,030,824 "
Manufacturing,Regine Leibinger,Germany,Berlin,Machine tools,Manufacturing,Germany,,D,F,1963-01-01 00:00:00,Leibinger,Regine,,2023-04-04 05:01:00,,,"$3,845,630,030,824 "
Manufacturing,Nicola Leibinger-Kammueller,Germany,Berlin,Manufacturing,Manufacturing,Germany,,D,F,1959-12-15 00:00:00,Leibinger-Kammueller,Nicola,,2023-04-04 05:01:00,,,"$3,845,630,030,824 "
Manufacturing,Li Jianli,China,Shenzhen,Lithium-ion battery cap,Manufacturing,China,,D,M,1972-09-27 00:00:00,Li,Jianli,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Manufacturing,Li Jiaquan,China,Chengdu,Chemicals,Manufacturing,China,,D,M,1963-09-06 00:00:00,Li,Jiaquan,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Fashion & Retail,Li Rucheng,China,Ningbo,Apparel,Fashion & Retail,China,,D,M,1951-06-13 00:00:00,Li,Rucheng,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Manufacturing,Li Shui-po,China,Kunshan,Stainless steel products,Manufacturing,Taiwan,,U,M,1956-08-01 00:00:00,Li,Shui-po,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Technology,Scott Lin,Taiwan,Taichung,Optical components,Technology,Taiwan,,U,M,1933-01-01 00:00:00,Lin,Scott,,2023-04-04 05:01:00,,,
Manufacturing,Liu Xiucai & family,China,Shanghai,Chemicals,Manufacturing,United States,,D,M,1957-03-01 00:00:00,Liu,Xiucai,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Automotive,Lu Zhongfang,China,Tonghua,Education,Automotive,China,,D,F,1942-12-01 00:00:00,Lu,Zhongfang,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Logistics,Lu Zongjun,China,Shanghai,Logistics,Logistics,China,,D,M,1963-06-01 00:00:00,Lu,Zongjun,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Diversified,Youssef Mansour,Egypt,Cairo,Diversified,Diversified,Egypt,,E,M,1945-05-21 00:00:00,Mansour,Youssef,,2023-04-04 05:01:00,,,"$303,175,127,598 "
Real Estate,Bruce Mathieson,Australia,Gold Coast,Hotels,Real Estate,Australia,,D,M,1944-02-14 00:00:00,Mathieson,Bruce,,2023-04-04 05:01:00,,,"$1,392,680,589,329 "
Diversified,Romano Minozzi,Italy,Spilamberto,"Utilities, diversified",Diversified,Italy,,D,M,1935-03-06 00:00:00,Minozzi,Romano,,2023-04-04 05:01:00,,,"$2,001,244,392,042 "
Finance & Investments,Greg Mondre,United States,New York,Private equity,Finance & Investments,United States,,E,M,1974-05-20 00:00:00,Mondre,Greg,,2023-04-04 05:01:00,New York,Northeast,"$21,427,700,000,000 "
Fashion & Retail,Mario Moretti Polegato & family,Italy,Crocetta del Montello,Shoes,Fashion & Retail,Italy,,D,M,1952-08-16 00:00:00,Moretti Polegato,Mario,,2023-04-04 05:01:00,,,"$2,001,244,392,042 "
Service,Robert Mouawad,Bahrain,Manama,Fine jewelry,Service,Lebanon,,E,M,1945-01-01 00:00:00,Mouawad,Robert,,2023-04-04 05:01:00,,,"$38,574,069,149 "
Logistics,Jerry Moyes & family,United States,Tolleson,Transportation,Logistics,United States,,U,M,1944-01-15 00:00:00,Moyes,Jerry,,2023-04-04 05:01:00,Arizona,West,"$21,427,700,000,000 "
Technology,John Ocampo,United States,Los Altos,Semiconductors,Technology,United States,,U,M,1959-04-05 00:00:00,Ocampo,John,,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Diversified,Stefan Olsson,United Kingdom,London,Diversified,Diversified,Sweden,,U,M,1949-01-01 00:00:00,Olsson,Stefan,,2023-04-04 05:01:00,,,"$2,827,113,184,696 "
Energy,Rubens Ometto Silveira Mello,Brazil,Sao Paulo,"Sugar, ethanol",Energy,Brazil,,D,M,1950-01-01 00:00:00,Ometto Silveira Mello,Rubens,,2023-04-04 05:01:00,,,"$1,839,758,040,766 "
Finance & Investments,Anne Marie See Pastor,,,Finance,Finance & Investments,Peru,,Split Family Fortune,F,,Pastor,Anne Marie See,,2023-04-04 05:01:00,,,
Finance & Investments,George Pastor,,,Finance,Finance & Investments,Peru,,Split Family Fortune,M,,Pastor,George,,2023-04-04 05:01:00,,,
Finance & Investments,Nelson Peltz,United States,Bedford,Investments,Finance & Investments,United States,Trian Fund Management,D,M,1942-06-01 00:00:00,Peltz,Nelson,Founder,2023-04-04 05:01:00,New York,Northeast,"$21,427,700,000,000 "
Construction & Engineering,David Penaloza Alanis,Mexico,Mexico City,Toll roads,Construction & Engineering,Mexico,,U,M,1974-01-01 00:00:00,Penaloza Alanis,David,,2023-04-04 05:01:00,,,"$1,258,286,717,125 "
Fashion & Retail,Karl-Johan Persson,Sweden,Stockholm,H&M,Fashion & Retail,Sweden,,E,M,1975-03-25 00:00:00,Persson,Karl-Johan,,2023-04-04 05:01:00,,,"$530,832,908,738 "
Food & Beverage,Mike Repole,United States,Windermere,Sports drink,Food & Beverage,United States,,E,M,1968-01-21 00:00:00,Repole,Mike,,2023-04-04 05:01:00,Florida,South,"$21,427,700,000,000 "
Food & Beverage,Duke Reyes,United States,Palm Beach,Beer distribution,Food & Beverage,United States,,U,M,1957-03-23 00:00:00,Reyes,Duke,,2023-04-04 05:01:00,Florida,South,"$21,427,700,000,000 "
Real Estate,Kishin RK,Singapore,Singapore,"Real estate, hotels",Real Estate,Singapore,,Split Family Fortune,M,1983-05-05 00:00:00,RK,Kishin,,2023-04-04 05:01:00,,,"$372,062,527,489 "
Finance & Investments,Carlos Rodriguez-Pastor,Peru,Lima,Finance,Finance & Investments,Peru,,Split Family Fortune,M,1959-04-11 00:00:00,Rodriguez-Pastor,Carlos,,2023-04-04 05:01:00,,,"$226,848,050,820 "
Finance & Investments,Christopher Rokos,United Kingdom,London,Hedge fund,Finance & Investments,United Kingdom,Rokos Capital Management,E,M,1970-09-21 00:00:00,Rokos,Christopher,CEO & Founder ,2023-04-04 05:01:00,,,"$2,827,113,184,696 "
Service,John Ruiz,United States,Coral Gables,Healthcare services,Service,United States,,N,M,1967-01-07 00:00:00,Ruiz,John,,2023-04-04 05:01:00,Florida,South,"$21,427,700,000,000 "
Technology,Sheryl Sandberg,United States,Menlo Park,Facebook,Technology,United States,Meta Platforms,D,F,1969-08-28 00:00:00,Sandberg,Sheryl,COO,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Automotive,Amnon Shashua,Israel,Kfar Shmaryahu,Automotive technology,Automotive,Israel,,E,M,1960-05-26 00:00:00,Shashua,Amnon,,2023-04-04 05:01:00,,,"$395,098,666,122 "
Media & Entertainment,Ben Silbermann,United States,San Francisco,Social media,Media & Entertainment,United States,Pinterest,U,M,1982-07-14 00:00:00,Silbermann,Ben,Cofounder,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Fashion & Retail,Ron Sim,Singapore,Singapore,retail,Fashion & Retail,Singapore,,U,M,1958-12-01 00:00:00,Sim,Ron,,2023-04-04 05:01:00,,,"$372,062,527,489 "
Finance & Investments,Leonid Simanovsky,Russia,Moscow,Investments,Finance & Investments,Russia,,R,M,1949-07-19 00:00:00,Simanovsky,Leonid,,2023-04-04 05:01:00,,,"$1,699,876,578,871 "
Healthcare,Basudeo Singh,India,Mumbai,Pharmaceuticals,Healthcare,India,,D,M,1940-11-20 00:00:00,Singh,Basudeo,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Technology,Frank Slootman,United States,Pleasanton,Software,Technology,United States,,D,M,1958-10-03 00:00:00,Slootman,Frank,,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Real Estate,Terry Snow,Australia,Canberra,"Airports, real estate",Real Estate,Australia,,U,M,1943-12-23 00:00:00,Snow,Terry,,2023-04-04 05:01:00,,,"$1,392,680,589,329 "
Real Estate,Axel Stawski,United States,Sagaponack,Real estate,Real Estate,United States,,U,M,1950-11-14 00:00:00,Stawski,Axel,,2023-04-04 05:01:00,New York,Northeast,"$21,427,700,000,000 "
Finance & Investments,Thomas Steyer,United States,San Francisco,Hedge funds,Finance & Investments,United States,,E,M,1957-06-27 00:00:00,Steyer,Thomas,,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Fashion & Retail,Sergei Studennikov & family,Russia,Moscow,"Liquor stores, supermarkets",Fashion & Retail,Russia,,R,M,1967-03-24 00:00:00,Studennikov,Sergei,,2023-04-04 05:01:00,,,"$1,699,876,578,871 "
Real Estate,Su Suyu & family,China,Shantou,"Utilities, real estate",Real Estate,China,,D,F,1948-11-24 00:00:00,Su,Suyu,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Technology,Kevin Systrom,United States,San Francisco,Instagram,Technology,United States,Instagram,E,M,1983-12-30 00:00:00,Systrom,Kevin,Cofounder,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Food & Beverage,Tan Lili,China,Guangzhou,Feed,Food & Beverage,China,,D,F,,Tan,Lili,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Food & Beverage,Tang Binsen,China,Beijing,Beverages,Food & Beverage,China,,E,M,1982-12-12 00:00:00,Tang,Binsen,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Technology,Tang Rui,China,Shanghai,Semiconductors,Technology,China,,N,M,,Tang,Rui,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Manufacturing,Prachak Tangkaravakoon,Thailand,Bangkok,Paints,Manufacturing,Thailand,,U,M,1944-03-26 00:00:00,Tangkaravakoon,Prachak,,2023-04-04 05:01:00,,,"$543,649,976,166 "
Healthcare,Jeff Tangney,United States,Palo Alto,Healthcare IT,Healthcare,United States,Doximity,D,M,1972-08-09 00:00:00,Tangney,Jeff,CEO,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Fashion & Retail,Yuequn Tao,China,Hefei,Contact Lens,Fashion & Retail,China,,D,M,1960-01-01 00:00:00,Tao,Yuequn,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Telecom,David Teoh,Australia,Sydney,Telecom,Telecom,Australia,,D,M,1956-01-01 00:00:00,Teoh,David,,2023-04-04 05:01:00,,,"$1,392,680,589,329 "
Manufacturing,Carmen Thyssen,Andorra,,"Investments, art",Manufacturing,Spain,,U,F,1943-04-23 00:00:00,Thyssen,Carmen,,2023-04-04 05:01:00,,,"$3,154,057,987 "
Automotive,Tran Ba Duong & family,Vietnam,Ho Chi Minh City,Automotive,Automotive,Vietnam,,D,M,1960-04-01 00:00:00,Tran,Ba Duong,,2023-04-04 05:01:00,,,"$261,921,244,843 "
Telecom,Kenny Troutt,United States,Dallas,Telecom,Telecom,United States,,E,M,1948-01-08 00:00:00,Troutt,Kenny,,2023-04-04 05:01:00,Texas,South,"$21,427,700,000,000 "
Gambling & Casinos,Jens von Bahr,Sweden,Stockholm,Gambling products,Gambling & Casinos,Sweden,,U,M,1971-02-22 00:00:00,von Bahr,Jens,,2023-04-04 05:01:00,,,"$530,832,908,738 "
Healthcare,Wang Junmin,China,Chengdu,Pharmaceuticals,Healthcare,China,,U,M,1968-12-12 00:00:00,Wang,Junmin,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Healthcare,Weng Xianding,China,Shenzhen,Medical devices,Healthcare,China,,U,M,1961-11-28 00:00:00,Weng,Xianding,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Energy,Farris Wilks,United States,Cisco,Natural gas,Energy,United States,,U,M,1952-02-09 00:00:00,Wilks,Farris,,2023-04-04 05:01:00,Texas,South,"$21,427,700,000,000 "
Real Estate,Gordon Wu,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,D,M,1935-12-03 00:00:00,Wu,Gordon,,2023-04-04 05:01:00,,,
Technology,Xiong Wu,China,Shenzhen,Software,Technology,China,,E,M,1976-01-01 00:00:00,Xiong,Wu,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Media & Entertainment,Xu Zhenhua,China,Shanghai,Online games,Media & Entertainment,China,,E,M,,Xu,Zhenhua,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Technology,Xu Zhihan,China,Wuxi,Electronics,Technology,China,,D,M,1972-11-30 00:00:00,Xu,Zhihan,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Food & Beverage,Tingdong Yang,China,Suqian,Brewery,Food & Beverage,China,,D,M,1960-05-20 00:00:00,Yang,Tingdong,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Service,Michael Minhong Yu,China,Beijing,Education,Service,China,,R,M,1962-01-01 00:00:00,Yu,Michael Minhong,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Media & Entertainment,Justin Yuan,China,Shanghai,Online games,Media & Entertainment,China,,E,M,,Yuan,Justin,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Service,Zhang Bangxin,China,Beijing,Education,Service,China,,R,M,1980-01-01 00:00:00,Zhang,Bangxin,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Energy,Zhang Hong,China,Hangzhou,Solar,Energy,China,,Split Family Fortune,F,,Zhang,Hong,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Fashion & Retail,Zhou Zongwen & family,China,Shenzhen,Jewelry,Fashion & Retail,China,,D,M,1957-03-01 00:00:00,Zhou,Zongwen,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Diversified,Antti Aarnio-Wihuri,Finland,Helsinki,Diversified,Diversified,Finland,,D,M,1940-02-24 00:00:00,Aarnio-Wihuri,Antti,,2023-04-04 05:01:00,,,"$268,761,201,365 "
Finance & Investments,Alberto Alcocer,Spain,Madrid,Investments,Finance & Investments,Spain,,U,M,1942-12-07 00:00:00,Alcocer,Alberto,,2023-04-04 05:01:00,,,"$1,394,116,310,769 "
Fashion & Retail,Nigel Austin,Australia,Melbourne,Retail,Fashion & Retail,Australia,,D,M,1970-09-25 00:00:00,Austin,Nigel,,2023-04-04 05:01:00,,,"$1,392,680,589,329 "
Technology,Binny Bansal,Singapore,Singapore,Flipkart,Technology,India,,U,M,1982-12-03 00:00:00,Bansal,Binny,,2023-04-04 05:01:00,,,"$372,062,527,489 "
Healthcare,Girdhari Lal Bawri,India,Mumbai,Pharmaceuticals,Healthcare,India,,D,M,1947-08-03 00:00:00,Bawri,Girdhari Lal,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Diversified,John Bloor,United Kingdom,Aberdyfi,"Real estate, manufacturing",Diversified,United Kingdom,,D,M,1943-06-16 00:00:00,Bloor,John,,2023-04-04 05:01:00,,,"$2,827,113,184,696 "
Energy,Vladimir Bogdanov,Russia,Surgut,Oil,Energy,Russia,,R,M,1951-05-28 00:00:00,Bogdanov,Vladimir,,2023-04-04 05:01:00,,,"$1,699,876,578,871 "
Food & Beverage,Amit Burman,India,Delhi,Consumer goods,Food & Beverage,India,,D,M,1969-07-01 00:00:00,Burman,Amit,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Metals & Mining,Cai Jianyong,China,Ningbo,Nickel,Metals & Mining,China,,N,M,1971-01-01 00:00:00,Cai ,Jianyong,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Technology,Steve Case,United States,McLean,AOL,Technology,United States,,D,M,1958-08-21 00:00:00,Case,Steve,,2023-04-04 05:01:00,Virginia,South,"$21,427,700,000,000 "
Technology,Chen Wenyuan & family,China,Suzhou,Testing equipment,Technology,China,,E,M,1968-01-01 00:00:00,Chen,Wenyuan,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Real Estate,Chua Thian Poh,Singapore,Singapore,Real estate,Real Estate,Singapore,,U,M,1948-07-11 00:00:00,Chua,Thian Poh,,2023-04-04 05:01:00,,,"$372,062,527,489 "
Finance & Investments,Sasson Dayan & family,Brazil,Sao Paulo,Banking,Finance & Investments,Brazil,,U,M,1940-04-01 00:00:00,Dayan,Sasson,,2023-04-04 05:01:00,,,"$1,839,758,040,766 "
Metals & Mining,Chris Ellison,Australia,Perth,Mining,Metals & Mining,Australia,,N,M,1957-06-26 00:00:00,Ellison,Chris,,2023-04-04 05:01:00,,,"$1,392,680,589,329 "
Manufacturing,John Farber,United States,New York,Chemicals,Manufacturing,United States,,D,M,1925-08-23 00:00:00,Farber,John,Dr.,2023-04-04 05:01:00,New York,Northeast,"$21,427,700,000,000 "
Finance & Investments,J. Christopher Flowers,United States,Palm Beach,Investments,Finance & Investments,United States,J.C. Flowers & Co. LLC,U,M,1957-10-27 00:00:00,Flowers,J. Christopher,Founder and Managing Director,2023-04-04 05:01:00,Florida,South,"$21,427,700,000,000 "
